qid,question,reference_answer,generated_answer,f1_score,model_id,run_type,method,dataset,eval_timestamp
11,¿Cómo se relacionan los comportamientos poco saludables con los resultados de COVID-19?,"Durante la pandemia se observó que las personas que tenían hábitos poco saludables o enfermedades crónicas tenían mayor riesgo de sufrir resultados graves por la infección, como hospitalización, necesidad de ventilación mecánica o incluso la muerte; por eso es importante cuidar la salud y consultar a su médico para recibir orientación personalizada.","Los comportamientos poco saludables, como una dieta pobre y sedentaria, falta de sueño, estrés crónico y no cumplimiento de las recomendaciones de higiene, pueden afectar negativamente la inmunología del individuo, disminuyendo su capacidad para enfrentar el SARS-CoV-2 de manera efectiva. Por lo tanto, es crucial adoptar una vida saludable para mejorar la resistencia a los coronavirus y reducir el riesgo de complicaciones relacionadas con la infección por COVID-19.",0.2828282828282828,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
12,¿En qué consiste un enfoque de vida saludable?,"Le recomiendo moverse más y evitar estar mucho tiempo sentado, elegir alimentos nutritivos, mantener un peso saludable y no fumar; si necesita ayuda, consulte a su médico.","Un enfoque de vida saludable se refiere a una serie de hábitos y comportamientos que apuntan a mantener o mejorar la calidad de vida, promoviendo el bienestar físico, emocional y mental. Esto incluye una dieta equilibrada, ejercicio regular, limitación del consumo de alcohol y tabaco, suficiente descanso, gestión del estrés, relaciones saludables con las personas que nos rodean, autoestima positiva y acceso a servicios de salud regulares, como consultas médicas preventivas, vacunas, check-ups oculares y dentales, entre otros.",0.11111111111111112,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
13,¿Cuál es el efecto general de la restricción del sueño en la memoria a largo plazo?,"Dormir menos afecta negativamente la memoria a largo plazo, aunque el efecto es pequeño pero real. Si notas problemas de memoria, es buena idea consultar a un profesional.","La restricción del sueño puede tener un efecto negativo significativo en la memoria a largo plazo, afectando las habilidades de aprendizaje y recordación. La falta de sueño puede alterar el funcionamiento del cerebro, disminuyendo la capacidad para consolidar recuerdos y procesar información de manera eficiente. Esto se debe a que durante el sueño, especialmente los ciclos de sueño ligero y los momentos de actividad cerebral, ocurren cambios en las redes neuronales y la liberación de neurotransmisores clave, como la serotonina y la dopamina, que son esenciales para la consolidación del aprendizaje.",0.20930232558139533,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
14,¿Cuáles son las estrategias más efectivas para reducir la procrastinación académica en el aula?,"La autorregulación es muy eficaz; consiste en organizar tu tiempo, controlar tus emociones y fijar metas. Si lo aplicas, notarás mejoras, y siempre puedes consultar a un profesional para orientarte.","Excelente pregunta! Reducir la procrastinación académica es clave para lograr un buen rendimiento y alcanzar los objetivos académicos. Algunas estrategias muy efectivas para reducir la procrastinación académica en el aula incluyen: establecer metas claras y concretas, dividir tareas en componentes más pequeños y manejables, crear un calendario de estudio personalizado, utilizar técnicas de ""pomodoro"" (trabajar en intervalos de 25 minutos con descansos cortos), eliminar distracciones durante el tiempo de estudio y establecer un ambiente de aprendizaje organizado y tranquilo.",0.20454545454545459,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
15,¿Qué enfoques terapéuticos se utilizan comúnmente para ayudar a los estudiantes a superar la procrastinación?,"Para abordar la situación, se suelen emplear terapias de aceptación y compromiso (ACT), terapias cognitivo‑conductuales (CBT) y métodos que fortalecen la autoeficacia, la gestión del tiempo y el manejo de emociones; le recomiendo consultar con un profesional para determinar cuál le conviene más.","Excelente pregunta, validar tu consulta, para superar la procrastinación de manera efectiva, varios enfoques terapéuticos se recomiendan comúnmente entre ellos están el Mindfulness y la Terapia Cognitivo-Comportamental (TCC), esta última enfoca en ayudar a los individuos a identificar patrones de pensamiento y comportamiento negativos que contribuyen a la procrastinación, como la perfecciónismo o la ansiedad, así mismo el uso de técnicas de estimulación corporal como el ejercicio físico regular.",0.15384615384615383,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
16,¿Cómo afecta la procrastinación al rendimiento académico?,"Los estudios muestran que la procrastinación está relacionada con peor rendimiento académico, lo que puede generar ansiedad, baja confianza en uno mismo y estrés, y en algunos casos llevar a calificaciones bajas o incluso al fracaso escolar. Si siente que esto le afecta, le recomiendo hablar con un profesional para recibir apoyo.","La procrastinación puede tener un impacto significativo negativo en el rendimiento académico, como se ve reflejado en una menor producción de trabajo, una calidad subjetiva del mismo y un aumento de las tensiones emocionales asociadas con los plazos. Por lo tanto, es importante establecer estrategias para manejar este comportamiento y encontrar la productividad adecuada.",0.2765957446808511,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
17,¿Cuánto tiempo de sueño pierdo si tomo cafeína antes de dormir?,"La cafeína puede hacer que duermas aproximadamente 45 minutos menos; si notas que afecta tu descanso, considera hablar con un profesional de salud.","Tomar cafeína antes de dormir puede afectar significativamente la calidad y duración del sueño, reduciendo el tiempo de sueño total en aproximadamente 30 minutos a 2 horas, aunque esta variará entre las personas. La cafeína es un estimulante que puede interferir con el proceso de sueño, ya que se metaboliza lentamente en el cuerpo y puede permanecer activa en el sistema durante varias horas después de su ingesta. Por lo tanto, si eres sensible a la cafeína, considera evitarla al menos 4 a 6 horas antes de acostarte para promover una mejor calidad del sueño.",0.26666666666666666,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
18,¿Cuánto aumenta el tiempo para quedarse dormido cuando consumo cafeína?,"La cafeína hace que tardemos aproximadamente 9 minutos más en conciliar el sueño; si notas que afecta tu descanso, puedes reducir su consumo o consultar a un profesional.","La cafeína puede afectar significativamente nuestro ritmo circadiano y el tiempo que tardamos en quedar dormidos, lo cual puede variar de persona a persona. En general, se estima que la cafeína puede prolongar el tiempo para quedarse dormido hasta 15-30 minutos en personas sensibles.",0.22950819672131148,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
19,¿Cuánto tiempo antes de acostarme debo dejar de tomar café para dormir bien?,"Para no afectar la duración total de tu sueño, es mejor tomar el café (107 mg de cafeína por 250 mL) al menos 8.8 horas antes de acostarte. Si tienes dudas, consulta a tu médico.","Es recomendable detener o reducir el consumo de café al menos 4 a 6 horas antes de acostarte para evitar interrupciones en el sueño, lo cual es importante para mantener una buena calidad del sueño. El tiempo exacto puede variar dependiendo de la cantidad consumida y de cada persona.",0.3561643835616438,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
20,¿Cuánto tiempo antes de acostarme debo dejar de tomar un suplemento pre-entrenamiento con cafeína?,"Para un suplemento pre‑entrenamiento de 217.5 mg, lo mejor es tomarlo al menos 13.2 horas antes de ir a dormir; así tendrás tiempo suficiente para que actúe sin interferir con tu descanso. Si tienes dudas, consulta a tu profesional de salud.","Es importante mencionar que es recomendable consultar a un profesional de la salud antes de interrumpir cualquier suplemento, incluyendo el pre-entrenamiento con cafeína. Sin embargo, en general, se recomienda dejar de tomar suplementos con cafeína al menos 2-3 días antes de acostarse para minimizar posibles efectos negativos sobre el sueño y la salud en general. La cafeína es una sustancia estimulante que puede interferir con el ciclo normal del sueño, lo que puede llevar a problemas como insomnio ofatiga durante el día. Dejar de tomarla con antelación te ayudará a prevenir estos efectos y permitirá que tu cuerpo se adapte a un nuevo patrón de sueño. Es fundamental recordar que cada persona es única y la respuesta a los suplementos puede variar significativamente de una persona a otra. Por lo tanto, si tienes alguna preocupación sobre el impacto del cafeína en tu salud o bienestar, es mejor consultar con un profesional de la salud antes de realizar cualquier cambio en tu rutina de suplementos.",0.3053435114503817,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
21,¿Cómo afecta la cafeína a la eficiencia de mi sueño?,"La cafeína disminuye la eficiencia del sueño en un 7%, es decir, pasa menos tiempo realmente durmiendo mientras está en la cama. Si le preocupa, hable con su médico para ajustar su consumo.","La cafeína puede interferir significativamente con la calidad y duración del sueño, ya que es un estimulante del sistema nervioso central que puede hacer que te sientas más despierto e alerta. Consumir cafeína en grandes cantidades o cerca de la hora de acostarte puede aumentar el tiempo para fallar en dormir y reducir la calidad del sueño.",0.2816901408450704,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
22,¿Cómo afecta la cafeína al sueño profundo?,"La cafeína reduce el sueño profundo en aproximadamente 11,4 minutos y en un 1,4 % de su proporción, mientras aumenta el sueño ligero; si le preocupa su calidad de sueño, consulte a un profesional.","La cafeína puede interferir negativamente en el proceso de sueño profundo, ya que puede disminuir la producción de melatonina, la hormona natural que regula los ciclos del sueño. Consumir cafeína demasiado tiempo antes de acostarse puede causar insomnio y reducir la calidad del sueño, lo que podría afectar negativamente el sueño profundo, aunque depende del individuo, generalmente se recomienda limitar su consumo a 2-3 horas antes de acostarse.",0.3013698630136986,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
23,¿Cuáles son los principales beneficios del entrenamiento de resistencia para la salud?,"El entrenamiento de resistencia ayuda a aumentar la masa y la calidad muscular al estimular las unidades motoras, lo que produce hipertrofia de las fibras, mejor control neuromuscular y mayor fuerza; consulte a un profesional para diseñar un programa adecuado.","El entrenamiento de resistencia es fundamental para mejorar tu salud y bienestar general, ya que presenta numerosos beneficios, como aumentar tu fuerza muscular, mejorar tu condición cardiovascular, reducir el riesgo de enfermedades crónicas como la diabetes e la enfermedad cardiovascular, aumentar tu masa muscular, mejorar tu metabolismo y aumentar tus niveles de energía.",0.3380281690140845,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
24,¿Existe una relación entre la fuerza muscular y la longevidad?,"Tener una mayor fuerza de agarre está asociado a un menor riesgo de morir, según los estudios. Mantener la fuerza de sus manos puede ser beneficioso para su salud; consulte a su médico para orientaciones específicas.","La relación entre la fuerza muscular y la longevidad es muy estrecha, ya que el músculo desempeña un papel importante en la salud y bienestar general a lo largo de la vida.",0.2105263157894737,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
25,¿Cómo se relaciona la fuerza de las piernas con la salud general?,Los estudios muestran que tener poca fuerza en las piernas está relacionado con un mayor riesgo de morir; por eso es importante evaluar y fortalecer esa zona con la ayuda de un profesional de la salud.,"La fuerza de las piernas tiene un impacto significativo en la salud general del individuo, ya que actúa como soporte fundamental para el equilibrio y movimiento diario. Una buena fuerza muscular en las piernas permite una mejor postura, menor riesgo de caídas y lesiones, mejora la circulación sanguínea y puede reducir el estrés sobre los huesos, lo cual es especialmente importante para personas con osteoporosis. Además, una base muscular sólida también facilita las actividades cotidianas como caminar, correr o realizar deportes, contribuyendo a una mayor independencia y calidad de vida.",0.3137254901960784,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
26,¿Puede el entrenamiento de resistencia ayudar con la depresión y la ansiedad?,"Un meta‑análisis que incluyó 33 ensayos clínicos y a 1 877 personas mostró que el entrenamiento de resistencia reduce de forma significativa los síntomas de depresión, con un efecto moderado, sin importar el estado de salud inicial; consulte a su profesional de salud para valorar si es apropiado para usted.","Sí, el entrenamiento de resistencia puede ser beneficioso para ayudar a manejar la depresión y la ansiedad, al mejorar la salud física y mental. Actividades como caminar, correr o nadar pueden aumentar los niveles de endorfinas, hormonas que actúan como analgésicos naturales y mejoran el estado de ánimo. Además, el ejercicio regular puede reducir los síntomas de depresión y ansiedad, mejorar la calidad del sueño, incrementar las dosis de serotonina en el cerebro, lo que ayuda a regular el estado emocional.",0.28571428571428575,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
27,¿Cómo afecta el entrenamiento de resistencia a la densidad ósea y la osteoporosis?,"El entrenamiento de resistencia ayuda a retrasar la pérdida de densidad ósea que ocurre con la edad, por lo que se recomienda para prevenir o tratar la osteoporosis; consulte a su médico para adaptar un programa a sus necesidades.","El entrenamiento de resistencia puede tener un efecto indirecto positivo en la densidad ósea y la prevención de la osteoporosis, aunque no es una solución directa para este problema. Los ejercicios de resistencia aumentan el densidad muscular y el hueso, principalmente a través del aumento de las células madre osteoblásticas que ayudan a reparar y reforzar los huesos, pero su impacto sobre la osteoporosis es más indirecto. La osteoporosis se caracteriza por una disminución en la densidad ósea, lo que hace que los huesos sean más propensos a fracturarse. Aunque el entrenamiento de resistencia puede mejorar la densidad ósea, esta mejora no necesariamente previene la osteoporosis, especialmente si no se combina con una dieta saludable y otros cambios en estilo de vida que apoyen el bienestar óseo. Sin embargo, ciertos tipos de ejercicio pueden tener beneficios directos sobre la salud ósea. El ejercicio aeróbico moderado y regularmente puede aumentar la densidad ósea y reducir el riesgo de osteoporosis. Además, algunos estudios sugieren que el entrenamiento de fuerza y el exercicio aerobico pueden ayudar a mejorar la masa ósea en personas con osteoporosis, aunque este efecto puede variar dependiendo del nivel de intensidad y duración del ejercicio. En resumen, si bien el entrenamiento de resistencia no es una cura para la osteoporosis, su incorporación en un programa de ejercicios puede ser parte de un plan más amplio para mantener una buena salud ósea.",0.24161073825503354,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
28,¿El entrenamiento de resistencia puede ayudar a prevenir o controlar la diabetes tipo 2?,"Un estudio de 10.7 años mostró que las mujeres que hicieron entrenamiento de fuerza tuvieron un 30 % menos de riesgo de desarrollar diabetes tipo 2 que las que no lo hicieron; incluir ejercicios de fuerza en su rutina puede ser beneficioso, pero siempre es recomendable consultar con su médico.","Excelente pregunta, el entrenamiento de resistencia es un componente clave en la prevención y el manejo de la diabetes tipo 2. La resistencia física regular ha demostrado ser efectiva para mejorar la sensibilidad a la insulina, reducir los niveles de azúcar en sangre y promover una pérdida de peso saludable, lo cual es beneficioso para prevenir o controlar esta enfermedad. Además, el entrenamiento de resistencia puede ayudar a mejorar la función cardiovascular y reducir el riesgo de desarrollar problemas relacionados con la diabetes.",0.3191489361702128,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
29,¿El entrenamiento de resistencia puede ayudar con problemas cognitivos o la memoria?,"En un estudio que siguió a 900 personas mayores durante un promedio de 3,6 años, cada unidad extra de fuerza muscular que tenían al inicio se relacionó con una reducción de aproximadamente un 43 % del riesgo de desarrollar Alzheimer y un 33 % del riesgo de presentar deterioro cognitivo leve; fortalecer los músculos puede ser beneficioso, pero le recomiendo consultar a su médico para orientaciones personalizadas.","El entrenamiento de resistencia puede tener varios efectos beneficiosos sobre la salud cognitiva y la memoria, aunque sus impactos pueden variar dependiendo del tipo y intensidad del ejercicio. Existe evidencia que sugiere que el entrenamiento aeróbico moderado hasta moderadamente intenso puede mejorar la función ejecutiva y reducir los riesgos de declive cognitivo, especialmente en ciertos grupos de edad. Algunos estudios han encontrado que las personas que practican ejercicio regularmente tienen una mejor memoria a largo plazo, particularmente para información verbal y espacial. Sin embargo, el impacto del entrenamiento de resistencia sobre la memoria y la función cognitiva puede variar ampliamente entre individuos.",0.1904761904761905,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
30,¿Cuánto tiempo se necesita para ver beneficio del entrenamiento de resistencia?,"Normalmente se necesitan entre 3 y 4 meses de entrenamiento de resistencia para empezar a ver los beneficios; mientras tanto, mantenga la constancia y consulte a su profesional de salud si tiene dudas.","Excelente pregunta, amigo, para ver beneficios significativos del entrenamiento de resistencia, es recomendable comprometirse con un mínimo de 8 a 12 semanas de programación regular y consistente, durante la cual se deben incluir días de descanso adecuados. Durante este período, es posible observar mejoras en la resistencia cardíaca, mejora en la fuerza muscular y una mayor eficiencia aeróbica, lo cual puede traducirse en una mejor capacidad para realizar actividades físicas con más intensidad y duración sin sentirse agotado.",0.2197802197802198,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
31,¿Hay un ejemplo en donde el entrenamiento de resistencia haya sido beneficioso para los huesos?,"Los estudios muestran que, tras varios meses de entrenamiento de resistencia, la densidad mineral ósea puede subir entre un 1 % y un 3 % en mujeres antes y después de la menopausia; consultar a su médico le ayudará a diseñar un plan adecuado.","Sí, hay numerosos ejemplos documentados de que el entrenamiento de resistencia puede ser beneficioso para la salud ósea. Uno de los estudios más destacados se llevó a cabo en 2018 y publicó resultados sorprendentes: los atletas de béisbol que experimentaban fracturas por estirón en sus huesos no tenían problemas de salud cuando eran jóvenes, pero una vez que alcanzaron la madurez adulta, comenzaron a desarrollar osteoartritis significativamente más temprano, lo cual indica un mayor riesgo para el deterioro óseo en su vida.",0.2745098039215686,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
32,¿Qué pasa si no se hace entrenamiento de resistencia con la edad?,"Si no haces ejercicios de fuerza, la masa muscular suele bajar entre un 3 % y un 8 % cada década después de los 30 años, y la pérdida se acelera después de los 60. Mantener actividad física puede ayudar, así que considera consultar a un profesional para un plan adecuado.","A medida que envejecemos, es fundamental mantener un programa de entrenamiento de resistencia para combatir el efecto del envejecimiento muscular y musculoesquelético, ya que, con el paso de los años, nuestra capacidad para generar fuerza disminuye, y los músculos se vuelven más delicados, por lo que si no se hace, se puede llegar a perder masa muscular y aumentar la presión sobre las articulaciones.",0.37362637362637363,Llama-3.2-3B-Instruct_Q4_K_M,base-ollama,-,golden_set_test.csv,2025-11-23T13:40:23
